experiment_id,clip_name,freeze_backbone,learning_rate,weight_decay,batch_size,dropout,hidden_size,scheduler_type,epochs,best_epoch,train_loss,train_macro_f1,train_bal_acc,train_recall,val_loss,val_macro_f1,val_bal_acc,val_recall
156,RN50,TRUE,0.001,0.0001,6,0.5,256,cosine,10,10,1.25147802,0.481509817,0.488147891,0.488147891,1.394833535,0.368168017,0.396491228,0.396491228
157,RN50,TRUE,0.001,5.00E-05,6,0.5,256,none,10,10,1.305130687,0.458739632,0.464683486,0.464683486,1.374539604,0.401084451,0.41754386,0.41754386
158,RN50,TRUE,0.001,5.00E-05,6,0.5,256,onecycle,10,10,1.250889118,0.48145659,0.487119896,0.487119896,1.402997367,0.332147398,0.366081871,0.366081871
159,RN50,TRUE,0.001,5.00E-05,6,0.5,256,cosine,10,10,1.246785042,0.477480242,0.484000535,0.484000535,1.375932434,0.366930828,0.394152047,0.394152047
160,RN50,TRUE,0.001,0.0001,6,0.5,512,none,10,10,1.248537661,0.479106082,0.483817041,0.483817041,1.420143432,0.381006298,0.4,0.4
161,RN50,TRUE,0.001,0.0001,6,0.5,512,onecycle,10,10,1.204995516,0.505776252,0.510633379,0.510633379,1.430549703,0.354454304,0.378947368,0.378947368
162,RN50,TRUE,0.001,0.0001,6,0.5,512,cosine,10,10,1.18567074,0.523486836,0.526962092,0.526962092,1.374110538,0.404058414,0.423391813,0.423391813
163,RN50,TRUE,0.001,5.00E-05,6,0.5,512,none,10,10,1.256473961,0.48004778,0.48535124,0.48535124,1.418407688,0.393497567,0.402339181,0.402339181
164,RN50,TRUE,0.001,5.00E-05,6,0.5,512,onecycle,10,10,1.193057304,0.511225729,0.516304732,0.516304732,1.414880385,0.370639844,0.392982456,0.392982456
165,RN50,TRUE,0.001,5.00E-05,6,0.5,512,cosine,10,10,1.181178801,0.525602492,0.530821232,0.530821232,1.379607953,0.382329825,0.398830409,0.398830409
166,RN50,TRUE,0.0003,0.0001,4,0.3,256,none,10,10,1.369291521,0.422605457,0.426975389,0.426975389,1.372340445,0.38532029,0.397660819,0.397660819
167,RN50,TRUE,0.0003,0.0001,4,0.3,256,onecycle,10,10,1.364842632,0.428382891,0.433203496,0.433203496,1.43354825,0.344425998,0.367251462,0.367251462
168,RN50,TRUE,0.0003,0.0001,4,0.3,256,cosine,10,10,1.32405656,0.449680566,0.455295314,0.455295314,1.385018767,0.362414007,0.396491228,0.396491228
169,RN50,TRUE,0.0003,5.00E-05,4,0.3,256,none,10,10,1.351828257,0.435628688,0.439918671,0.439918671,1.372380603,0.380565099,0.398830409,0.398830409
170,RN50,TRUE,0.0003,5.00E-05,4,0.3,256,onecycle,10,10,1.341101756,0.430383182,0.437630298,0.437630298,1.391896661,0.374182179,0.395321637,0.395321637
